StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,SampleTypeCode,Replicate,CollectionDeviceName,CollectionDepth,UnitCollectionDepth,PositionWaterColumn,LabCollectionComments,LabBatch,AnalysisDate,MatrixName,MethodName,AnalyteName,FractionName,UnitName,LabReplicate,Result,ResQualCode,MDL,RL,QACode,ComplianceCode,DilutionFactor,ExpectedValue,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,SampleID,LabSampleID,LabResultComments,WeatherCondition,SampleStart,SampleEnd,"Above applicable WQBEL, receiving water limitation, action level, or aquatic toxicity threshold?","Applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results","Source of applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results"
BC_01_WAS,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,100,,100,100,None,Com,,,,,,,WPD-26137,3808101,,Dry,01/24/2019 10:05,01/24/2019 10:05,,,
BCC_DUQ,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,520,,100,100,None,Com,,,,,,,WPD-26138,3808102,,Dry,01/24/2019 10:30,01/24/2019 10:30,,,
SC_CUL,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3700,,100,100,None,Com,,,,,,,WPD-26140,3808103,,Dry,01/24/2019 11:00,01/24/2019 11:00,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,None,Com,,,,,,,WPD-26141,3808104,,Dry,01/24/2019 12:00,01/24/2019 12:00,Yes,126 (MPN/100 mL),TMDL Target (2012) Geomean
CC_ING,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,300,,100,100,None,Com,,,,,,,WPD-26142,3808105,,Dry,01/24/2019 12:05,01/24/2019 12:05,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
BCE_MCC,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:15:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,100,,100,100,None,Com,,,,,,,WPD-26143,3808106,,Dry,01/24/2019 12:15,01/24/2019 12:15,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
BCE_PAC,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:35:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26144,3808107,,Dry,01/24/2019 12:35,01/24/2019 12:35,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
DRL-BCE,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:55:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26145,3808108,,Dry,01/24/2019 12:55,01/24/2019 12:55,,,
BC-RW-FBLANK,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Field Blank,,None,,,,,,24/Jan/2019 13:50,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26146,3808109,,Dry,01/24/2019 10:10,01/24/2019 10:10,,,
BC-RW-FDUP,24-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:15:00,Water_Grab,Field Duplicate,,Fishing Pole with Bottle,,,,,,24/Jan/2019 13:50,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,None,Com,,,,,,,WPD-26147,3808110,,Dry,01/24/2019 12:15,01/24/2019 12:15,,,
BC_01_WAS,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,18000,,100,100,None,Com,,,,,,,WPD-26178,3841301,,Wet,01/31/2019 10:25,01/31/2019 10:25,,,
BCC_DUQ,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,6000,,100,100,None,Com,,,,,,,WPD-26179,3841302,,Wet,01/31/2019 12:00,01/31/2019 12:00,,,
SC_CUL,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:45:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,39000,,100,100,None,Com,,,,,,,WPD-26180,3841303,,Wet,01/31/2019 10:45,01/31/2019 10:45,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,14:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,18000,,100,100,None,Com,,,,,,,WPD-26181,3841304,,Wet,01/31/2019 14:05,01/31/2019 14:05,,,
CC_ING,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:55:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,11000,,100,100,None,Com,,,,,,,WPD-26182,3841305,,Wet,01/31/2019 12:55,01/31/2019 12:55,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_MCC,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,13:45:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,15000,,100,100,None,Com,,,,,,,WPD-26183,3841306,,Wet,01/31/2019 13:45,01/31/2019 13:45,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_PAC,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,14:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,16000,,100,100,None,Com,,,,,,,WPD-26184,3841307,,Wet,01/31/2019 14:05,01/31/2019 14:05,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
DRL-BCE,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,14:15:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,310,,100,100,None,Com,,,,,,,WPD-26185,3841308,,Wet,01/31/2019 14:15,01/31/2019 14:15,,,
BC-RW-FBLANK,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:10:00,Water_Grab,Field Blank,,Other,,,,,,31/Jan/2019 15:45,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26186,3841309,,Wet,01/31/2019 12:10,01/31/2019 12:10,,,
BC-RW-FDUP,31-Jan-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,Duplicate taken at Pacific.,,,14:05:00,Water_Grab,Field Duplicate,,Fishing Pole with Bottle,,,,,,31/Jan/2019 15:45,Sample Water,SM9223B,E. coli,,MPN/100 mL,,12000,,100,100,None,Com,,,,,,,WPD-26187,3841310,,Wet,01/31/2019 14:05,01/31/2019 14:05,,,
BC_01_WAS,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,520,,100,100,None,Com,,,,,,,WPD-26191,3874501,,Wet,02/07/2019 09:30,02/07/2019 09:30,,,
BCC_DUQ,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26192,3874502,,Wet,02/07/2019 10:00,02/07/2019 10:00,,,
SC_CUL,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1600,,100,100,None,Com,,,,,,,WPD-26193,3874503,,Wet,02/07/2019 10:30,02/07/2019 10:30,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:40:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26194,3874504,,Wet,02/07/2019 10:40,02/07/2019 10:40,,,
CC_ING,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:55:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,7900,,100,100,None,Com,,,,,,,WPD-26195,3874505,,Wet,02/07/2019 10:55,02/07/2019 10:55,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_MCC,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1300,,100,100,None,Com,,,,,,,WPD-26196,3874506,,Wet,02/07/2019 11:30,02/07/2019 11:30,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_PAC,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,310,,100,100,None,Com,,,,,,,WPD-26197,3874507,,Wet,02/07/2019 11:45,02/07/2019 11:45,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
DRL-BCE,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26198,3874508,,Wet,02/07/2019 12:00,02/07/2019 12:00,,,
BC-RW-FBLANK,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:15:00,Water_Grab,Travel Blank,,None,,,,,,07/Feb/2019 13:30,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26199,3874509,,Wet,02/07/2019 08:15,02/07/2019 08:15,,,
BC-RW-FDUP,7-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Feb/2019 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26200,3874510,,Wet,02/07/2019 12:00,02/07/2019 12:00,,,
BC_01_WAS,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,12000,,100,100,None,Com,,,,,,,WPD-26235,3905001,,Wet,02/14/2019 09:05,02/14/2019 09:05,,,
BCC_DUQ,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,4100,,100,100,None,Com,,,,,,,WPD-26236,3905002,,Wet,02/14/2019 09:30,02/14/2019 09:30,,,
SC_CUL,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2900,,100,100,None,Com,,,,,,,WPD-26237,3905003,,Wet,02/14/2019 10:05,02/14/2019 10:05,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,7500,,100,100,None,Com,,,,,,,WPD-26238,3905004,,Wet,02/14/2019 10:25,02/14/2019 10:25,,,
CC_ING,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,14000,,100,100,None,Com,,,,,,,WPD-26239,3905005,,Wet,02/14/2019 10:30,02/14/2019 10:30,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_MCC,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:35:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,5500,,100,100,None,Com,,,,,,,WPD-26240,3905006,,Wet,02/14/2019 10:35,02/14/2019 10:35,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_PAC,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:50:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,7800,,100,100,None,Com,,,,,,,WPD-26241,3905007,,Wet,02/14/2019 10:50,02/14/2019 10:50,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
DRL-BCE,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3100,,100,100,None,Com,,,,,,,WPD-26242,3905008,,Wet,02/14/2019 11:00,02/14/2019 11:00,Yes,400 (MPN/100 mL),BP REC1 Marine Single sample (Fecal Coliform)
BC-RW-FBLANK,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:00:00,Water_Grab,Field Blank,,None,,,,,,14/Feb/2019 13:10,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,,1,None,Com,,,,,,,WPD-26243,3905009,,Wet,02/14/2019 08:00,02/14/2019 08:00,,,
BC-RW-FDUP,14-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:05:00,Water_Grab,Field Duplicate,,Fishing Pole with Bottle,,,,,,14/Feb/2019 13:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,15000,,100,100,None,Com,,,,,,,WPD-26244,3905010,,Wet,02/14/2019 09:05,02/14/2019 09:05,,,
BC_01_WAS,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,520,,100,100,None,Com,,,,,,,WPD-26259,3936801,,Dry,02/21/2019 10:00,02/21/2019 10:00,,,
BCC_DUQ,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:20:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,7900,,100,100,None,Com,,,,,,,WPD-26260,3936802,,Dry,02/21/2019 10:20,02/21/2019 10:20,,,
SC_CUL,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:50:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1200,,100,100,None,Com,,,,,,,WPD-26261,3936803,,Dry,02/21/2019 10:50,02/21/2019 10:50,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:20:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1500,,100,100,None,Com,,,,,,,WPD-26262,3936804,,Dry,02/21/2019 11:20,02/21/2019 11:20,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM
CC_ING,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,310,,100,100,None,Com,,,,,,,WPD-26263,3936805,,Dry,02/21/2019 11:30,02/21/2019 11:30,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
BCE_MCC,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,4200,,100,100,None,Com,,,,,,,WPD-26264,3936806,,Dry,02/21/2019 11:45,02/21/2019 11:45,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_PAC,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:05:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26265,3936807,,Dry,02/21/2019 12:05,02/21/2019 12:05,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform)
DRL-BCE,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,12:20:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26266,3936808,,Dry,02/21/2019 12:20,02/21/2019 12:20,Yes,200 (MPN/100 mL),BP REC1 Marine 30-Day Minimum 5 samples (Fecal Coliform)
BC-RW-FBLANK,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:35:00,Water_Grab,Field Blank,,None,,,,,,21/Feb/2019 14:00,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26267,3936809,,Dry,02/21/2019 08:35,02/21/2019 08:35,,,
BC-RW-FDUP,21-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:50:00,Water_Grab,Field Duplicate,,Fishing Pole with Bottle,,,,,,21/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,520,,100,100,None,Com,,,,,,,WPD-26268,3936810,,Dry,02/21/2019 10:50,02/21/2019 10:50,,,
BC_02_SAW,26-Feb-19,BC CIMP (RW),WQ,,,,,,11:30:00,Water_Grab,Grab,,None,,,,,,27/Feb/2019 13:58,Sample Water,SM9223B,E. coli,,MPN/100 mL,,160,,100,100,None,Com,,,,,,,WPD-26277,3956102,,Dry,02/26/2019 11:30,02/26/2019 11:30,,,
BC-RW-FDUP,26-Feb-19,BC CIMP (RW),WQ,,,,,,11:30:00,Water_Grab,Field Duplicate,,None,,,,,,27/Feb/2019 13:58,Sample Water,SM9223B,E. coli,,MPN/100 mL,,550,,100,100,None,Com,,,,,,,WPD-26281,3956106,,Dry,02/26/2019 11:30,02/26/2019 11:30,,,
BC_RW_FBLANK (Grab),26-Feb-19,BC CIMP (RW),WQ,,,,,,10:40:00,Water_Grab,Field Blank,,None,,,,,,27/Feb/2019 13:58,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26283,3956108,,Dry,02/26/2019 10:40,02/26/2019 10:40,,,
BC-020,26-Feb-19,BC CIMP (NSWO),WQ,,,,,,11:00:00,Water_Grab,Grab,,None,,,,,,27/Feb/2019 13:58,Sample Water,SM9223B,E. coli,,MPN/100 mL,,530,,100,100,None,Com,,,,,,,WPD-26284,3956109,,Dry,02/26/2019 11:00,02/26/2019 11:00,,,
BC-032,26-Feb-19,BC CIMP (NSWO),WQ,,,,,,10:10:00,Water_Grab,Grab,,None,,,,,,27/Feb/2019 13:58,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,Com,,,,,,,WPD-26285,3956110,,Dry,02/26/2019 10:10,02/26/2019 10:10,,,
BC_01_WAS,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:50:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,5600,,100,100,None,Com,,,,,,,WPD-26286,3969901,,Dry,02/28/2019 09:50,02/28/2019 09:50,Yes,4000 (MPN/100 mL),TMDL Target (2012) SSM
BCC_DUQ,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2800,,100,100,None,Com,,,,,,,WPD-26287,3969902,,Dry,02/28/2019 10:10,02/28/2019 10:10,,,
SC_CUL,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:40:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1700,,100,100,None,Com,,,,,,,WPD-26288,3969903,,Dry,02/28/2019 10:40,02/28/2019 10:40,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_ING,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:50:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,6700,,100,100,None,Com,,,,,,,WPD-26289,3969904,,Dry,02/28/2019 10:50,02/28/2019 10:50,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM
CC_ING,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,14000,,100,100,None,Com,,,,,,,WPD-26290,3969905,,Dry,02/28/2019 11:00,02/28/2019 11:00,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_MCC,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:10:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2800,,100,100,None,Com,,,,,,,WPD-26291,3969906,,Dry,02/28/2019 11:10,02/28/2019 11:10,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
BCE_PAC,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3200,,100,100,None,Com,,,,,,,WPD-26292,3969907,,Dry,02/28/2019 11:30,02/28/2019 11:30,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform)
DRL-BCE,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:35:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,100,,100,100,None,Com,,,,,,,WPD-26293,3969908,,Dry,02/28/2019 11:35,02/28/2019 11:35,Yes,200 (MPN/100 mL),BP REC1 Marine 30-Day Minimum 5 samples (Fecal Coliform)
BC-RW-FBLANK,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:05:00,Water_Grab,Travel Blank,,None,,,,,,28/Feb/2019 14:00,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,Com,,,,,,,WPD-26294,3969909,,Dry,02/28/2019 08:05,02/28/2019 08:05,,,
BC-RW-FDUP,28-Feb-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,Taken at BC_02_ING.,,,10:50:00,Water_Grab,Field Duplicate,,Fishing Pole with Bottle,,,,,,28/Feb/2019 14:00,Sample Water,SM9223B,E. coli,,MPN/100 mL,,6100,,100,100,None,Com,,,,,,,WPD-26295,3969910,,Dry,02/28/2019 10:50,02/28/2019 10:50,,,
BC_01_WAS,7-Mar-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:00:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Mar/2019 12:55,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3000,,100,100,FDP,Com,,,,,,,WPD-26324,4000101,,Wet,03/07/2019 09:00,03/07/2019 09:00,,,
BCC_DUQ,7-Mar-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:25:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Mar/2019 12:55,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2600,,100,100,FDP,Com,,,,,,,WPD-26325,4000102,,Wet,03/07/2019 09:25,03/07/2019 09:25,,,
SC_CUL,7-Mar-19,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,,Fishing Pole with Bottle,,,,,,07/Mar/2019 12:55,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1100,,100,100,FDP,Com,,,,,,,WPD-26326,4000103,,Wet,03/07/2019 10:10,03/07/2019 10:10,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM
