StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,SampleTypeCode,Replicate,CollectionDeviceName,CollectionDepth,UnitCollectionDepth,PositionWaterColumn,LabCollectionComments,LabBatch,AnalysisDate,MatrixName,MethodName,AnalyteName,FractionName,UnitName,LabReplicate,Result,ResQualCode,MDL,RL,QACode,ComplianceCode,DilutionFactor,ExpectedValue,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,SampleID,LabSampleID,LabResultComments,WeatherCondition,SampleStart,SampleEnd,"Above applicable WQBEL, receiving water limitation, action level, or aquatic toxicity threshold?","Applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results","Source of applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results",  
CC_ING,30-Jul-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:50:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5379,30/Jul/2020 08:08,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29030,6288205,,Dry,07/30/2020 10:50,07/30/2020 10:50,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
DRL-BCE,30-Jul-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5379,30/Jul/2020 08:08,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29033,6288208,,Dry,07/30/2020 11:30,07/30/2020 11:30,,,,
DRL-BCE,30-Jul-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5383,30/Jul/2020 13:45,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29033,6288208,,Dry,07/30/2020 11:30,07/30/2020 11:30,,,,
DRL-BCE,30-Jul-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5379,30/Jul/2020 08:08,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,2400,,100,100,None,COM,,,,,,,WPD-29033,6288208,,Dry,07/30/2020 11:30,07/30/2020 11:30,,,,
SC_CUL,30-Jul-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5380,30/Jul/2020 08:10,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,None,COM,,,,,,,WPD-29028,6288203,,Dry,07/30/2020 10:30,07/30/2020 10:30,Yes,126 (MPN/100 mL),TMDL Target (2012) Geomean,
BC_01_WAS,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5409,06/Aug/2020 08:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,300,,100,100,None,COM,,,,,,,WPD-29096,6318101,,Dry,08/06/2020 09:20,08/06/2020 09:20,,,,
BC_02_ING,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:05:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5409,06/Aug/2020 08:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1900,,100,100,None,COM,,,,,,,WPD-29099,6318104,,Dry,08/06/2020 10:05,08/06/2020 10:05,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM,
BCC_DUQ,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:35:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5409,06/Aug/2020 08:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,520,,100,100,None,COM,,,,,,,WPD-29097,6318102,,Dry,08/06/2020 09:35,08/06/2020 09:35,,,,
BCE_MCC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,None,COM,,,,,,,WPD-29101,6318106,,Dry,08/06/2020 10:20,08/06/2020 10:20,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform),
BCE_MCC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5410,06/Aug/2020 12:48,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,93,,10,10,None,COM,,,,,,,WPD-29101,6318106,,Dry,08/06/2020 10:20,08/06/2020 10:20,Yes,35 (MPN/100 mL),TMDL Target (2012) Geomean,
BCE_MCC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,18000,,100,100,None,COM,,,,,,,WPD-29101,6318106,,Dry,08/06/2020 10:20,08/06/2020 10:20,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_PAC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:35:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29102,6318107,,Dry,08/06/2020 10:35,08/06/2020 10:35,,,,
BCE_PAC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:35:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5410,06/Aug/2020 12:48,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29102,6318107,,Dry,08/06/2020 10:35,08/06/2020 10:35,,,,
BCE_PAC,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:35:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,1200,,100,100,None,COM,,,,,,,WPD-29102,6318107,,Dry,08/06/2020 10:35,08/06/2020 10:35,,,,
BC-RW-FBLANK,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:40:00,Water_Grab,Field Blank,1,None,,,,,5408,06/Aug/2020 08:01,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29104,6318109,,Dry,08/06/2020 08:40,08/06/2020 08:40,,,,
BC-RW-FBLANK,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:40:00,Water_Grab,Field Blank,1,None,,,,,5410,06/Aug/2020 12:48,Blank Water,SM9230D,Enterococcus,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29104,6318109,,Dry,08/06/2020 08:40,08/06/2020 08:40,,,,
BC-RW-FBLANK,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:40:00,Water_Grab,Field Blank,1,None,,,,,5408,06/Aug/2020 08:01,Blank Water,SM9223B,Total coliform,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29104,6318109,,Dry,08/06/2020 08:40,08/06/2020 08:40,,,,
BC-RW-FDUP,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1700,,100,100,None,COM,,,,,,,WPD-29105,6318110,,Dry,08/06/2020 10:10,08/06/2020 10:10,,,,
BC-RW-FDUP,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5410,06/Aug/2020 12:48,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,1500,,10,10,None,COM,,,,,,,WPD-29105,6318110,,Dry,08/06/2020 10:10,08/06/2020 10:10,,,,
BC-RW-FDUP,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29105,6318110,,Dry,08/06/2020 10:10,08/06/2020 10:10,,,,
CC_ING,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2600,,100,100,None,COM,,,,,,,WPD-29100,6318105,,Dry,08/06/2020 10:10,08/06/2020 10:10,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
CC_ING,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5410,06/Aug/2020 12:48,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,1100,,10,10,None,COM,,,,,,,WPD-29100,6318105,,Dry,08/06/2020 10:10,08/06/2020 10:10,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
CC_ING,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29100,6318105,,Dry,08/06/2020 10:10,08/06/2020 10:10,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
DRL-BCE,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29103,6318108,,Dry,08/06/2020 10:40,08/06/2020 10:40,,,,
DRL-BCE,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5410,06/Aug/2020 12:48,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29103,6318108,,Dry,08/06/2020 10:40,08/06/2020 10:40,,,,
DRL-BCE,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5408,06/Aug/2020 08:01,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,630,,100,100,None,COM,,,,,,,WPD-29103,6318108,,Dry,08/06/2020 10:40,08/06/2020 10:40,,,,
SC_CUL,6-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:00:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5409,06/Aug/2020 08:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1500,,100,100,None,COM,,,,,,,WPD-29098,6318103,,Dry,08/06/2020 10:00,08/06/2020 10:00,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM,
BC_01_WAS,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:00:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5435,13/Aug/2020 08:40,Sample Water,SM9223B,E. coli,,MPN/100 mL,,980,,100,100,None,COM,,,,,,,WPD-29117,6351501,,Dry,08/13/2020 09:00,08/13/2020 09:00,,,,
BC_02_ING,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5435,13/Aug/2020 08:40,Sample Water,SM9223B,E. coli,,MPN/100 mL,,630,,100,100,None,COM,,,,,,,WPD-29120,6351504,,Dry,08/13/2020 10:10,08/13/2020 10:10,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM,
BCC_DUQ,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5435,13/Aug/2020 08:40,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1500,,100,100,None,COM,,,,,,,WPD-29118,6351502,,Dry,08/13/2020 09:20,08/13/2020 09:20,,,,
BCE_MCC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,E. coli,,MPN/100 mL,,980,,100,100,None,COM,,,,,,,WPD-29122,6351506,,Dry,08/13/2020 10:25,08/13/2020 10:25,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
BCE_MCC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5436,13/Aug/2020 13:01,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,1200,,10,10,None,COM,,,,,,,WPD-29122,6351506,,Dry,08/13/2020 10:25,08/13/2020 10:25,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_MCC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29122,6351506,,Dry,08/13/2020 10:25,08/13/2020 10:25,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_PAC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29123,6351507,,Dry,08/13/2020 10:45,08/13/2020 10:45,,,,
BCE_PAC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5436,13/Aug/2020 13:01,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29123,6351507,,Dry,08/13/2020 10:45,08/13/2020 10:45,,,,
BCE_PAC,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,4600,,100,100,None,COM,,,,,,,WPD-29123,6351507,,Dry,08/13/2020 10:45,08/13/2020 10:45,,,,
BC-RW-FBLANK,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:15:00,Water_Grab,Field Blank,1,None,,,,,5434,13/Aug/2020 08:38,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29125,6351509,,Dry,08/13/2020 08:15,08/13/2020 08:15,,,,
BC-RW-FBLANK,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:15:00,Water_Grab,Field Blank,1,None,,,,,5436,13/Aug/2020 13:01,Blank Water,SM9230D,Enterococcus,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29125,6351509,,Dry,08/13/2020 08:15,08/13/2020 08:15,,,,
BC-RW-FBLANK,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:15:00,Water_Grab,Field Blank,1,None,,,,,5434,13/Aug/2020 08:38,Blank Water,SM9223B,Total coliform,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29125,6351509,,Dry,08/13/2020 08:15,08/13/2020 08:15,,,,
BC-RW-FDUP,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1100,,100,100,None,COM,,,,,,,WPD-29126,6351510,,Dry,08/13/2020 10:25,08/13/2020 10:25,,,,
BC-RW-FDUP,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5436,13/Aug/2020 13:01,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,1200,,10,10,None,COM,,,,,,,WPD-29126,6351510,,Dry,08/13/2020 10:25,08/13/2020 10:25,,,,
BC-RW-FDUP,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:25:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29126,6351510,,Dry,08/13/2020 10:25,08/13/2020 10:25,,,,
CC_ING,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3400,,100,100,None,COM,,,,,,,WPD-29121,6351505,,Dry,08/13/2020 10:15,08/13/2020 10:15,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
CC_ING,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5436,13/Aug/2020 13:01,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,>24000,>,10,10,None,COM,,,,,,,WPD-29121,6351505,,Dry,08/13/2020 10:15,08/13/2020 10:15,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
CC_ING,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,None,COM,,,,,,,WPD-29121,6351505,,Dry,08/13/2020 10:15,08/13/2020 10:15,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
DRL-BCE,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:55:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29124,6351508,,Dry,08/13/2020 10:55,08/13/2020 10:55,,,,
DRL-BCE,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:55:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5436,13/Aug/2020 13:01,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,10,,10,10,None,COM,,,,,,,WPD-29124,6351508,,Dry,08/13/2020 10:55,08/13/2020 10:55,,,,
DRL-BCE,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:55:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5434,13/Aug/2020 08:38,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,4600,,100,100,None,COM,,,,,,,WPD-29124,6351508,,Dry,08/13/2020 10:55,08/13/2020 10:55,Yes,1000 (MPN/100 mL),BP REC1 Marine 30-Day Minimum 5 samples,
SC_CUL,13-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:00:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5435,13/Aug/2020 08:40,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2700,,100,100,None,COM,,,,,,,WPD-29119,6351503,,Dry,08/13/2020 10:00,08/13/2020 10:00,Yes,235 (MPN/100 mL),TMDL Target (2012) SSM,
BC_01_WAS,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:00:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5459,20/Aug/2020 09:07,Sample Water,SM9223B,E. coli,,MPN/100 mL,,860,,100,100,None,COM,,,,,,,WPD-29131,6381601,,Dry,08/20/2020 10:00,08/20/2020 10:00,,,,
BC_02_ING,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5459,20/Aug/2020 09:07,Sample Water,SM9223B,E. coli,,MPN/100 mL,,740,,100,100,None,COM,,,,,,,WPD-29134,6381604,,Dry,08/20/2020 11:10,08/20/2020 11:10,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM,
BCC_DUQ,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,10:20:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5459,20/Aug/2020 09:07,Sample Water,SM9223B,E. coli,,MPN/100 mL,,100,,100,100,None,COM,,,,,,,WPD-29132,6381602,,Dry,08/20/2020 10:20,08/20/2020 10:20,,,,
BCE_MCC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,850,,100,100,None,COM,,,,,,,WPD-29136,6381606,,Dry,08/20/2020 11:25,08/20/2020 11:25,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
BCE_MCC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5461,20/Aug/2020 14:37,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,120,,10,10,None,COM,,,,,,,WPD-29136,6381606,,Dry,08/20/2020 11:25,08/20/2020 11:25,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_MCC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:25:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,FDP,COM,,,,,,,WPD-29136,6381606,,Dry,08/20/2020 11:25,08/20/2020 11:25,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_PAC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29137,6381607,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
BCE_PAC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5461,20/Aug/2020 14:37,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29137,6381607,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
BCE_PAC,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,<100,ND,100,100,FDP,COM,,,,,,,WPD-29137,6381607,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
BC-RW-FBLANK,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Field Blank,1,None,,,,,5460,20/Aug/2020 09:05,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29139,6381609,,Dry,08/20/2020 09:30,08/20/2020 09:30,,,,
BC-RW-FBLANK,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Field Blank,1,None,,,,,5461,20/Aug/2020 14:37,Blank Water,SM9230D,Enterococcus,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29139,6381609,,Dry,08/20/2020 09:30,08/20/2020 09:30,,,,
BC-RW-FBLANK,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Field Blank,1,None,,,,,5460,20/Aug/2020 09:05,Blank Water,SM9223B,Total coliform,,MPN/100 mL,,<1,ND,1,1,None,COM,,,,,,,WPD-29139,6381609,,Dry,08/20/2020 09:30,08/20/2020 09:30,,,,
BC-RW-FDUP,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,None,COM,,,,,,,WPD-29140,6381610,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
BC-RW-FDUP,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5461,20/Aug/2020 14:37,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,<10,ND,10,10,None,COM,,,,,,,WPD-29140,6381610,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
BC-RW-FDUP,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:45:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,100,,100,100,FDP,COM,,,,,,,WPD-29140,6381610,,Dry,08/20/2020 11:45,08/20/2020 11:45,,,,
CC_ING,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,E. coli,,MPN/100 mL,,860,,100,100,None,COM,,,,,,,WPD-29135,6381605,,Dry,08/20/2020 11:15,08/20/2020 11:15,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
CC_ING,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5461,20/Aug/2020 14:37,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,200,,10,10,None,COM,,,,,,,WPD-29135,6381605,,Dry,08/20/2020 11:15,08/20/2020 11:15,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
CC_ING,20-Aug-20,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,11:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,5460,20/Aug/2020 09:05,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,>240000,>,100,100,FDP,COM,,,,,,,WPD-29135,6381605,,Dry,08/20/2020 11:15,08/20/2020 11:15,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
